;infix;prefix;conclusion
2981;( 2 and 4 ) sep ( 2 or 5 );sep and 2 4 or 2 5;nTnTn
2982;( 3 and 3 ) sep ( 3 or 3 );sep and 3 3 or 3 3;nnTnn
2983;( 5 and 2 ) sep ( 5 and 5 );sep and 5 2 and 5 5;nTnnT
2984;( 4 and 5 ) sep ( 2 or 4 );sep and 4 5 or 2 4;nnnTT
2985;( 5 or 2 ) sep ( 3 and 4 );sep or 5 2 and 3 4;nnTTT,nTTTn
2986;( 2 and 2 ) sep ( 4 and 4 );sep and 2 2 and 4 4;nTnTn
2987;( 3 or 5 ) sep ( 1 and 5 );sep or 3 5 and 1 5;TnnnT
2988;( 3 or 3 ) sep ( 5 and 4 );sep or 3 3 and 5 4;nnTTT
2989;( 3 and 4 ) sep ( 4 and 2 );sep and 3 4 and 4 2;nTTTn
2990;( 1 or 2 ) sep ( 3 or 3 );sep or 1 2 or 3 3;nTTnn,TnTnn
2991;( 4 and 2 ) sep ( 1 or 4 );sep and 4 2 or 1 4;nTnTn
2992;( 4 or 1 ) sep ( 3 and 5 );sep or 4 1 and 3 5;nnTTT,TnTnT
2993;( 2 or 2 ) sep ( 4 and 1 );sep or 2 2 and 4 1;TTnTn
2994;( 1 or 4 ) sep ( 2 or 2 );sep or 1 4 or 2 2;nTnTn,TTnnn
2995;( 2 and 2 ) sep ( 4 and 3 );sep and 2 2 and 4 3;nTTTn
2996;( 1 or 4 ) sep ( 3 or 3 );sep or 1 4 or 3 3;nnTTn,TnTnn
2997;( 4 and 3 ) sep ( 3 or 2 );sep and 4 3 or 3 2;nnTTn
2998;( 1 or 2 ) sep ( 1 and 1 );sep or 1 2 and 1 1;Tnnnn
2999;( 2 and 3 ) sep ( 5 and 1 );sep and 2 3 and 5 1;TTTnT
3000;( 2 and 5 ) sep ( 5 and 2 );sep and 2 5 and 5 2;nTnnT
3001;( 4 and 5 ) sep ( 1 and 5 );sep and 4 5 and 1 5;TnnTT
3002;( 5 and 1 ) sep ( 1 and 3 );sep and 5 1 and 1 3;TnTnT
3003;( 2 or 3 ) sep ( 4 and 1 );sep or 2 3 and 4 1;TnTTn,TTnTn
3004;( 1 and 4 ) sep 4;sep and 1 4 4;TnnTn
3005;( 3 and 5 ) sep ( 5 and 1 );sep and 3 5 and 5 1;TnTnT
3006;( 1 and 5 ) sep ( 4 and 4 );sep and 1 5 and 4 4;TnnTT
3007;( 4 or 4 ) sep ( 1 or 2 );sep or 4 4 or 1 2;nTnTn,TnnTn
3008;( 2 or 5 ) sep ( 2 or 1 );sep or 2 5 or 2 1;nTnnn,TnnnT
3009;( 4 and 3 ) sep ( 5 or 2 );sep and 4 3 or 5 2;nnTTT,nTTTn
3010;( 4 and 3 ) sep ( 4 or 2 );sep and 4 3 or 4 2;nnTTn
3011;( 2 and 1 ) sep ( 5 and 3 );sep and 2 1 and 5 3;TTTnT
3012;( 2 and 4 ) sep ( 1 and 4 );sep and 2 4 and 1 4;TTnTn
3013;( 1 and 2 ) sep ( 3 or 1 );sep and 1 2 or 3 1;TTnnn
3014;( 5 and 3 ) sep ( 4 and 5 );sep and 5 3 and 4 5;nnTTT
3015;( 2 or 5 ) sep ( 2 or 4 );sep or 2 5 or 2 4;nnnTT,nTnnn
3016;( 3 and 2 ) sep ( 4 or 4 );sep and 3 2 or 4 4;nTTTn
3017;( 4 or 2 ) sep ( 1 or 1 );sep or 4 2 or 1 1;TnnTn,TTnnn
3018;( 2 and 5 ) sep ( 1 or 1 );sep and 2 5 or 1 1;TTnnT
3019;( 4 or 4 ) sep ( 3 or 3 );sep or 4 4 or 3 3;nnTTn
3020;( 2 and 4 ) sep ( 1 and 5 );sep and 2 4 and 1 5;TTnTT
3021;( 5 and 4 ) sep ( 5 and 2 );sep and 5 4 and 5 2;nTnTT
3022;( 1 or 2 ) sep ( 3 and 5 );sep or 1 2 and 3 5;nTTnT,TnTnT
3023;( 4 or 1 ) sep ( 1 or 2 );sep or 4 1 or 1 2;nTnTn,Tnnnn
3024;( 3 or 5 ) sep ( 3 and 2 );sep or 3 5 and 3 2;nTTnn
3025;( 4 or 3 ) sep ( 1 or 1 );sep or 4 3 or 1 1;TnnTn,TnTnn
3026;( 5 or 1 ) sep ( 3 or 5 );sep or 5 1 or 3 5;nnnnT,TnTnn
3027;( 2 and 2 ) sep ( 1 or 3 );sep and 2 2 or 1 3;nTTnn,TTnnn
3028;( 4 and 1 ) sep ( 1 or 5 );sep and 4 1 or 1 5;TnnTn
3029;( 3 or 1 ) sep ( 4 and 4 );sep or 3 1 and 4 4;nnTTn,TnnTn
3030;( 2 or 3 ) sep ( 5 or 3 );sep or 2 3 or 5 3;nnTnn,nTnnT
3031;( 4 or 5 ) sep ( 3 and 5 );sep or 4 5 and 3 5;nnTnT
3032;( 2 and 2 ) sep ( 3 or 2 );sep and 2 2 or 3 2;nTnnn
3033;4 sep ( 2 or 3 );sep 4 or 2 3;nnTTn,nTnTn
3034;( 5 or 2 ) sep ( 3 and 1 );sep or 5 2 and 3 1;TnTnT,TTTnn
3035;( 1 and 1 ) sep ( 2 or 3 );sep and 1 1 or 2 3;TnTnn,TTnnn
3036;( 5 or 2 ) sep ( 3 or 3 );sep or 5 2 or 3 3;nnTnT,nTTnn
3037;( 4 or 4 ) sep ( 5 or 5 );sep or 4 4 or 5 5;nnnTT
3038;( 1 and 5 ) sep ( 4 or 3 );sep and 1 5 or 4 3;TnnTT,TnTnT
3039;( 4 and 3 ) sep ( 2 or 3 );sep and 4 3 or 2 3;nnTTn
3040;( 2 or 4 ) sep ( 4 or 4 );sep or 2 4 or 4 4;nnnTn
3041;( 5 and 3 ) sep ( 3 and 5 );sep and 5 3 and 3 5;nnTnT
3042;( 1 and 5 ) sep ( 2 and 2 );sep and 1 5 and 2 2;TTnnT
3043;( 1 and 5 ) sep ( 2 or 5 );sep and 1 5 or 2 5;TnnnT
3044;( 1 and 3 ) sep ( 5 or 1 );sep and 1 3 or 5 1;TnTnn
3045;( 5 or 3 ) sep ( 1 or 2 );sep or 5 3 or 1 2;nTnnT,nTTnn,TnnnT,TnTnn
3046;( 3 and 4 ) sep ( 3 and 4 );sep and 3 4 and 3 4;nnTTn
3047;( 1 and 5 ) sep ( 1 and 2 );sep and 1 5 and 1 2;TTnnT
3048;( 1 or 5 ) sep ( 5 or 2 );sep or 1 5 or 5 2;nnnnT,TTnnn
3049;( 1 or 5 ) sep ( 3 and 4 );sep or 1 5 and 3 4;nnTTT,TnTTn
3050;( 2 or 4 ) sep ( 5 and 1 );sep or 2 4 and 5 1;TnnTT,TTnnT
3051;( 1 and 5 ) sep ( 5 or 2 );sep and 1 5 or 5 2;TnnnT
3052;( 2 or 3 ) sep ( 5 and 1 );sep or 2 3 and 5 1;TnTnT,TTnnT
3053;( 3 and 2 ) sep ( 1 and 3 );sep and 3 2 and 1 3;TTTnn
3054;( 1 or 5 ) sep ( 1 and 4 );sep or 1 5 and 1 4;TnnTn
3055;( 5 and 5 ) sep ( 3 or 4 );sep and 5 5 or 3 4;nnnTT,nnTnT
3056;( 1 and 1 ) sep ( 2 and 5 );sep and 1 1 and 2 5;TTnnT
3057;2 sep ( 1 or 5 );sep 2 or 1 5;nTnnT,TTnnn
3058;( 1 or 5 ) sep ( 1 and 5 );sep or 1 5 and 1 5;TnnnT
3059;( 2 and 3 ) sep ( 4 or 5 );sep and 2 3 or 4 5;nTTnT,nTTTn
3060;( 5 and 3 ) sep ( 3 and 4 );sep and 5 3 and 3 4;nnTTT
3061;( 1 or 1 ) sep ( 4 and 4 );sep or 1 1 and 4 4;TnnTn
3062;( 4 or 1 ) sep ( 3 and 3 );sep or 4 1 and 3 3;nnTTn,TnTnn
3063;( 1 or 1 ) sep ( 4 and 3 );sep or 1 1 and 4 3;TnTTn
3064;( 3 or 5 ) sep ( 4 or 3 );sep or 3 5 or 4 3;nnnTT,nnTnn
3065;( 3 or 3 ) sep ( 1 or 3 );sep or 3 3 or 1 3;nnTnn
3066;( 1 or 5 ) sep ( 4 and 5 );sep or 1 5 and 4 5;nnnTT
3067;( 5 or 4 ) sep ( 3 and 4 );sep or 5 4 and 3 4;nnTTn
3068;( 5 and 2 ) sep ( 1 and 5 );sep and 5 2 and 1 5;TTnnT
3069;( 3 and 3 ) sep ( 5 and 1 );sep and 3 3 and 5 1;TnTnT
3070;( 4 or 5 ) sep ( 1 or 2 );sep or 4 5 or 1 2;nTnnT,nTnTn,TnnnT,TnnTn
3071;( 1 or 2 ) sep ( 1 and 3 );sep or 1 2 and 1 3;TnTnn
3072;( 2 or 3 ) sep ( 1 and 3 );sep or 2 3 and 1 3;TnTnn
3073;( 3 and 1 ) sep ( 4 or 5 );sep and 3 1 or 4 5;TnTnT,TnTTn
3074;( 2 and 5 ) sep ( 3 or 2 );sep and 2 5 or 3 2;nTnnT
3075;( 2 and 3 ) sep ( 4 or 3 );sep and 2 3 or 4 3;nTTnn
3076;( 2 and 5 ) sep ( 1 or 3 );sep and 2 5 or 1 3;nTTnT,TTnnT
3077;( 1 and 4 ) sep ( 4 or 1 );sep and 1 4 or 4 1;TnnTn
3078;( 3 or 5 ) sep ( 4 and 2 );sep or 3 5 and 4 2;nTnTT,nTTTn
3079;( 4 or 5 ) sep 3;sep or 4 5 3;nnTnT,nnTTn
3080;( 2 or 5 ) sep ( 1 or 1 );sep or 2 5 or 1 1;TnnnT,TTnnn
3081;( 3 and 5 ) sep ( 4 and 3 );sep and 3 5 and 4 3;nnTTT
3082;( 5 and 2 ) sep ( 5 or 4 );sep and 5 2 or 5 4;nTnnT
3083;( 3 or 5 ) sep ( 4 or 4 );sep or 3 5 or 4 4;nnnTT,nnTTn
3084;( 1 and 1 ) sep ( 5 and 4 );sep and 1 1 and 5 4;TnnTT
3085;( 4 or 5 ) sep ( 5 or 1 );sep or 4 5 or 5 1;nnnnT,TnnTn
3086;( 5 and 1 ) sep ( 4 or 1 );sep and 5 1 or 4 1;TnnnT
3087;( 3 or 1 ) sep ( 3 and 1 );sep or 3 1 and 3 1;TnTnn
3088;( 2 or 1 ) sep ( 5 and 5 );sep or 2 1 and 5 5;nTnnT,TnnnT
3089;( 1 or 3 ) sep ( 1 or 2 );sep or 1 3 or 1 2;nTTnn,Tnnnn
3090;( 4 or 3 ) sep ( 3 or 3 );sep or 4 3 or 3 3;nnTnn
3091;( 2 and 4 ) sep ( 4 and 3 );sep and 2 4 and 4 3;nTTTn
3092;( 5 and 5 ) sep ( 1 or 2 );sep and 5 5 or 1 2;nTnnT,TnnnT
3093;( 1 and 2 ) sep ( 1 and 2 );sep and 1 2 and 1 2;TTnnn
3094;( 2 and 5 ) sep ( 1 or 2 );sep and 2 5 or 1 2;nTnnT
3095;( 3 and 3 ) sep ( 2 and 4 );sep and 3 3 and 2 4;nTTTn
3096;( 4 or 2 ) sep ( 2 or 2 );sep or 4 2 or 2 2;nTnnn
3097;( 5 and 5 ) sep ( 2 and 1 );sep and 5 5 and 2 1;TTnnT
3098;( 3 or 2 ) sep ( 1 and 5 );sep or 3 2 and 1 5;TnTnT,TTnnT
3099;( 2 and 2 ) sep ( 1 and 4 );sep and 2 2 and 1 4;TTnTn
3100;( 1 and 3 ) sep ( 2 and 3 );sep and 1 3 and 2 3;TTTnn
3101;( 5 or 5 ) sep ( 2 or 4 );sep or 5 5 or 2 4;nnnTT,nTnnT
3102;( 3 and 4 ) sep ( 4 and 4 );sep and 3 4 and 4 4;nnTTn
3103;( 3 and 4 ) sep ( 2 or 2 );sep and 3 4 or 2 2;nTTTn
3104;( 4 or 2 ) sep ( 5 and 5 );sep or 4 2 and 5 5;nnnTT,nTnnT
3105;( 5 or 4 ) sep ( 1 or 5 );sep or 5 4 or 1 5;nnnnT,TnnTn
3106;( 5 or 5 ) sep ( 5 or 4 );sep or 5 5 or 5 4;nnnnT
3107;( 1 or 2 ) sep ( 1 and 5 );sep or 1 2 and 1 5;TnnnT
3108;( 3 or 5 ) sep ( 1 or 5 );sep or 3 5 or 1 5;nnnnT,TnTnn
3109;( 5 and 5 ) sep ( 2 and 3 );sep and 5 5 and 2 3;nTTnT
3110;( 1 and 2 ) sep ( 2 and 3 );sep and 1 2 and 2 3;TTTnn
3111;( 4 or 5 ) sep ( 2 and 3 );sep or 4 5 and 2 3;nTTnT,nTTTn
3112;( 3 or 1 ) sep ( 2 and 2 );sep or 3 1 and 2 2;nTTnn,TTnnn
3113;( 3 or 4 ) sep ( 4 or 3 );sep or 3 4 or 4 3;nnnTn,nnTnn
3114;( 5 or 5 ) sep ( 4 and 1 );sep or 5 5 and 4 1;TnnTT
3115;( 1 or 1 ) sep 1;sep or 1 1 1;Tnnnn
3116;( 3 and 3 ) sep ( 2 and 1 );sep and 3 3 and 2 1;TTTnn
3117;( 4 and 2 ) sep ( 3 or 1 );sep and 4 2 or 3 1;nTTTn,TTnTn
3118;( 3 or 3 ) sep ( 1 or 4 );sep or 3 3 or 1 4;nnTTn,TnTnn
3119;( 5 or 1 ) sep ( 2 or 5 );sep or 5 1 or 2 5;nnnnT,TTnnn
3120;( 1 or 5 ) sep ( 3 or 3 );sep or 1 5 or 3 3;nnTnT,TnTnn
3121;( 1 and 4 ) sep ( 1 or 1 );sep and 1 4 or 1 1;TnnTn
3122;( 1 or 4 ) sep ( 5 or 1 );sep or 1 4 or 5 1;nnnTT,Tnnnn
3123;( 2 or 3 ) sep ( 2 or 5 );sep or 2 3 or 2 5;nnTnT,nTnnn
3124;( 1 and 5 ) sep ( 2 or 3 );sep and 1 5 or 2 3;TnTnT,TTnnT
3125;( 1 and 5 ) sep ( 5 and 5 );sep and 1 5 and 5 5;TnnnT
3126;( 1 or 5 ) sep ( 4 or 3 );sep or 1 5 or 4 3;nnnTT,nnTnT,TnnTn,TnTnn
3127;( 4 or 5 ) sep ( 4 or 1 );sep or 4 5 or 4 1;nnnTn,TnnnT
3128;( 5 or 5 ) sep ( 3 or 1 );sep or 5 5 or 3 1;nnTnT,TnnnT
3129;( 1 and 5 ) sep ( 3 or 1 );sep and 1 5 or 3 1;TnnnT
3130;( 4 or 3 ) sep ( 3 and 5 );sep or 4 3 and 3 5;nnTnT
3131;( 5 or 3 ) sep ( 4 or 4 );sep or 5 3 or 4 4;nnnTT,nnTTn
3132;( 3 and 3 ) sep ( 3 and 5 );sep and 3 3 and 3 5;nnTnT
3133;( 5 and 4 ) sep ( 3 and 1 );sep and 5 4 and 3 1;TnTTT
3134;( 2 and 2 ) sep ( 1 and 3 );sep and 2 2 and 1 3;TTTnn
3135;( 2 or 1 ) sep ( 3 or 1 );sep or 2 1 or 3 1;nTTnn,Tnnnn
3136;( 5 and 4 ) sep ( 2 or 3 );sep and 5 4 or 2 3;nnTTT,nTnTT
3137;( 1 or 3 ) sep ( 3 or 5 );sep or 1 3 or 3 5;nnTnn,TnnnT
3138;( 4 and 4 ) sep ( 5 or 4 );sep and 4 4 or 5 4;nnnTn
3139;( 5 and 1 ) sep ( 1 or 5 );sep and 5 1 or 1 5;TnnnT
3140;( 5 or 3 ) sep ( 5 and 1 );sep or 5 3 and 5 1;TnnnT
3141;( 3 and 2 ) sep ( 4 or 3 );sep and 3 2 or 4 3;nTTnn
3142;( 3 and 2 ) sep ( 4 and 3 );sep and 3 2 and 4 3;nTTTn
3143;( 2 or 5 ) sep ( 2 and 3 );sep or 2 5 and 2 3;nTTnn
3144;( 5 and 2 ) sep ( 1 or 5 );sep and 5 2 or 1 5;nTnnT
3145;( 1 or 4 ) sep ( 5 and 2 );sep or 1 4 and 5 2;nTnTT,TTnnT
3146;( 1 and 5 ) sep ( 4 and 2 );sep and 1 5 and 4 2;TTnTT
3147;( 5 and 5 ) sep ( 1 and 1 );sep and 5 5 and 1 1;TnnnT
3148;( 1 or 5 ) sep 4;sep or 1 5 4;nnnTT,TnnTn
3149;( 1 or 2 ) sep ( 5 or 3 );sep or 1 2 or 5 3;nTnnT,nTTnn,TnnnT,TnTnn
3150;( 1 or 2 ) sep ( 5 and 5 );sep or 1 2 and 5 5;nTnnT,TnnnT
3151;( 4 or 4 ) sep ( 5 and 3 );sep or 4 4 and 5 3;nnTTT
3152;( 1 and 1 ) sep ( 1 or 1 );sep and 1 1 or 1 1;Tnnnn
3153;( 5 or 2 ) sep ( 4 or 4 );sep or 5 2 or 4 4;nnnTT,nTnTn
3154;( 1 or 5 ) sep ( 2 and 4 );sep or 1 5 and 2 4;nTnTT,TTnTn
3155;( 4 and 4 ) sep ( 4 and 4 );sep and 4 4 and 4 4;nnnTn
3156;( 2 and 4 ) sep ( 3 or 4 );sep and 2 4 or 3 4;nTnTn
3157;( 1 and 2 ) sep ( 4 and 4 );sep and 1 2 and 4 4;TTnTn
3158;( 1 and 4 ) sep 5;sep and 1 4 5;TnnTT
3159;( 5 and 5 ) sep ( 3 or 3 );sep and 5 5 or 3 3;nnTnT
3160;1 sep ( 5 or 5 );sep 1 or 5 5;TnnnT
3161;( 3 or 4 ) sep ( 1 or 3 );sep or 3 4 or 1 3;nnTnn,TnnTn
3162;( 2 and 2 ) sep ( 2 and 1 );sep and 2 2 and 2 1;TTnnn
3163;( 5 and 5 ) sep ( 2 or 3 );sep and 5 5 or 2 3;nnTnT,nTnnT
3164;( 3 and 1 ) sep ( 2 and 4 );sep and 3 1 and 2 4;TTTTn
3165;( 5 or 3 ) sep ( 2 and 3 );sep or 5 3 and 2 3;nTTnn
3166;( 4 and 1 ) sep ( 1 or 3 );sep and 4 1 or 1 3;TnnTn
3167;( 4 and 4 ) sep ( 4 or 5 );sep and 4 4 or 4 5;nnnTn
3168;( 4 and 2 ) sep 4;sep and 4 2 4;nTnTn
3169;( 5 and 1 ) sep ( 3 and 2 );sep and 5 1 and 3 2;TTTnT
3170;( 3 and 2 ) sep ( 4 and 1 );sep and 3 2 and 4 1;TTTTn
3171;( 5 or 4 ) sep ( 4 and 1 );sep or 5 4 and 4 1;TnnTn
3172;( 2 or 5 ) sep ( 1 or 3 );sep or 2 5 or 1 3;nnTnT,nTTnn,TnnnT,TTnnn
3173;( 3 and 4 ) sep ( 1 and 2 );sep and 3 4 and 1 2;TTTTn
3174;( 3 or 1 ) sep ( 4 and 5 );sep or 3 1 and 4 5;nnTTT,TnnTT
3175;( 4 and 5 ) sep ( 3 and 4 );sep and 4 5 and 3 4;nnTTT
3176;4 sep ( 2 and 2 );sep 4 and 2 2;nTnTn
3177;( 3 and 2 ) sep ( 1 or 4 );sep and 3 2 or 1 4;nTTTn,TTTnn
3178;( 3 and 5 ) sep ( 4 and 2 );sep and 3 5 and 4 2;nTTTT
3179;( 2 or 3 ) sep ( 4 or 2 );sep or 2 3 or 4 2;nnTTn,nTnnn
3180;( 4 or 3 ) sep ( 3 or 4 );sep or 4 3 or 3 4;nnnTn,nnTnn
3181;( 2 or 1 ) sep ( 5 or 4 );sep or 2 1 or 5 4;nTnnT,nTnTn,TnnnT,TnnTn
3182;( 1 and 1 ) sep ( 2 or 2 );sep and 1 1 or 2 2;TTnnn
3183;( 2 or 3 ) sep ( 2 and 4 );sep or 2 3 and 2 4;nTnTn
3184;( 5 and 3 ) sep ( 2 and 1 );sep and 5 3 and 2 1;TTTnT
3185;( 4 and 1 ) sep ( 4 and 1 );sep and 4 1 and 4 1;TnnTn
3186;( 3 and 1 ) sep ( 1 and 3 );sep and 3 1 and 1 3;TnTnn
3187;( 4 and 4 ) sep 5;sep and 4 4 5;nnnTT
3188;( 4 and 3 ) sep ( 3 or 4 );sep and 4 3 or 3 4;nnTTn
3189;( 2 or 5 ) sep ( 5 or 3 );sep or 2 5 or 5 3;nnnnT,nTTnn
3190;( 1 and 3 ) sep 1;sep and 1 3 1;TnTnn
3191;( 4 and 3 ) sep ( 3 and 2 );sep and 4 3 and 3 2;nTTTn
3192;( 4 or 3 ) sep ( 2 or 4 );sep or 4 3 or 2 4;nnnTn,nTTnn
3193;( 5 and 3 ) sep 1;sep and 5 3 1;TnTnT
3194;( 4 and 4 ) sep ( 4 or 3 );sep and 4 4 or 4 3;nnnTn
3195;( 2 and 4 ) sep ( 3 or 1 );sep and 2 4 or 3 1;nTTTn,TTnTn
3196;( 1 or 1 ) sep ( 2 and 3 );sep or 1 1 and 2 3;TTTnn
3197;( 3 and 4 ) sep ( 5 and 3 );sep and 3 4 and 5 3;nnTTT
3198;( 5 or 2 ) sep ( 2 and 5 );sep or 5 2 and 2 5;nTnnT
3199;( 4 or 2 ) sep ( 4 or 1 );sep or 4 2 or 4 1;nnnTn,TTnnn
3200;( 5 and 2 ) sep ( 1 or 1 );sep and 5 2 or 1 1;TTnnT
3201;( 1 and 5 ) sep 1;sep and 1 5 1;TnnnT
3202;( 5 and 4 ) sep ( 5 or 3 );sep and 5 4 or 5 3;nnnTT
3203;( 5 or 4 ) sep ( 2 or 5 );sep or 5 4 or 2 5;nnnnT,nTnTn
3204;( 1 and 2 ) sep ( 1 or 5 );sep and 1 2 or 1 5;TTnnn
3205;( 4 or 5 ) sep ( 2 or 2 );sep or 4 5 or 2 2;nTnnT,nTnTn
3206;( 5 or 3 ) sep ( 3 and 2 );sep or 5 3 and 3 2;nTTnn
3207;( 3 and 4 ) sep ( 2 or 5 );sep and 3 4 or 2 5;nnTTT,nTTTn
3208;( 5 or 1 ) sep ( 4 and 5 );sep or 5 1 and 4 5;nnnTT
3209;( 4 and 3 ) sep ( 4 and 2 );sep and 4 3 and 4 2;nTTTn
3210;( 3 or 4 ) sep ( 2 or 3 );sep or 3 4 or 2 3;nnTnn,nTnTn
3211;( 3 or 4 ) sep ( 3 and 3 );sep or 3 4 and 3 3;nnTnn
3212;( 1 or 3 ) sep ( 4 or 5 );sep or 1 3 or 4 5;nnTnT,nnTTn,TnnnT,TnnTn
3213;( 2 and 4 ) sep ( 4 or 4 );sep and 2 4 or 4 4;nTnTn
3214;( 5 or 4 ) sep ( 3 or 3 );sep or 5 4 or 3 3;nnTnT,nnTTn
3215;( 1 or 2 ) sep ( 1 or 4 );sep or 1 2 or 1 4;nTnTn,Tnnnn
3216;( 2 or 3 ) sep ( 4 and 5 );sep or 2 3 and 4 5;nnTTT,nTnTT
3217;( 5 and 4 ) sep ( 4 or 2 );sep and 5 4 or 4 2;nnnTT
3218;( 2 and 3 ) sep ( 2 or 5 );sep and 2 3 or 2 5;nTTnn
3219;( 4 and 1 ) sep ( 2 and 3 );sep and 4 1 and 2 3;TTTTn
3220;( 3 or 3 ) sep ( 5 or 1 );sep or 3 3 or 5 1;nnTnT,TnTnn
3221;( 3 or 2 ) sep ( 5 or 5 );sep or 3 2 or 5 5;nnTnT,nTnnT
3222;( 1 or 4 ) sep ( 5 and 3 );sep or 1 4 and 5 3;nnTTT,TnTnT
3223;( 1 and 3 ) sep ( 4 and 5 );sep and 1 3 and 4 5;TnTTT
3224;( 3 or 3 ) sep ( 3 or 3 );sep or 3 3 or 3 3;nnTnn
3225;( 1 or 4 ) sep ( 4 and 2 );sep or 1 4 and 4 2;nTnTn
3226;( 2 or 1 ) sep ( 2 and 1 );sep or 2 1 and 2 1;TTnnn
3227;( 3 and 4 ) sep ( 3 and 3 );sep and 3 4 and 3 3;nnTTn
3228;( 1 or 4 ) sep ( 1 or 5 );sep or 1 4 or 1 5;nnnTT,Tnnnn
3229;( 3 and 4 ) sep ( 2 and 5 );sep and 3 4 and 2 5;nTTTT
3230;( 2 and 4 ) sep ( 2 and 2 );sep and 2 4 and 2 2;nTnTn
3231;( 2 or 2 ) sep ( 4 or 1 );sep or 2 2 or 4 1;nTnTn,TTnnn
3232;( 1 and 3 ) sep ( 4 and 3 );sep and 1 3 and 4 3;TnTTn
3233;( 3 or 2 ) sep 3;sep or 3 2 3;nnTnn
3234;( 3 and 3 ) sep ( 4 and 5 );sep and 3 3 and 4 5;nnTTT
3235;( 3 or 4 ) sep ( 3 or 3 );sep or 3 4 or 3 3;nnTnn
3236;( 4 and 1 ) sep ( 3 and 1 );sep and 4 1 and 3 1;TnTTn
3237;( 3 or 5 ) sep ( 3 or 1 );sep or 3 5 or 3 1;nnTnn,TnnnT
3238;( 5 or 5 ) sep ( 3 and 3 );sep or 5 5 and 3 3;nnTnT
3239;( 4 and 3 ) sep ( 1 or 4 );sep and 4 3 or 1 4;nnTTn
3240;( 2 and 3 ) sep ( 2 or 1 );sep and 2 3 or 2 1;nTTnn
3241;( 1 and 5 ) sep ( 1 or 3 );sep and 1 5 or 1 3;TnnnT
3242;( 5 or 5 ) sep ( 3 and 5 );sep or 5 5 and 3 5;nnTnT
3243;( 4 or 3 ) sep ( 3 and 3 );sep or 4 3 and 3 3;nnTnn
3244;( 4 or 2 ) sep ( 5 or 2 );sep or 4 2 or 5 2;nnnTT,nTnnn
3245;( 1 and 3 ) sep ( 1 or 1 );sep and 1 3 or 1 1;TnTnn
3246;( 3 and 4 ) sep ( 3 or 1 );sep and 3 4 or 3 1;nnTTn
3247;( 5 or 3 ) sep ( 2 and 4 );sep or 5 3 and 2 4;nTnTT,nTTTn
3248;( 4 and 3 ) sep ( 4 or 5 );sep and 4 3 or 4 5;nnTTn
3249;( 3 or 5 ) sep ( 2 and 3 );sep or 3 5 and 2 3;nTTnn
3250;( 1 and 4 ) sep ( 5 or 1 );sep and 1 4 or 5 1;TnnTn
3251;( 1 and 2 ) sep ( 3 or 5 );sep and 1 2 or 3 5;TTnnT,TTTnn
3252;( 1 or 1 ) sep ( 1 and 5 );sep or 1 1 and 1 5;TnnnT
3253;( 1 or 3 ) sep ( 3 and 3 );sep or 1 3 and 3 3;nnTnn
3254;5 sep ( 2 or 3 );sep 5 or 2 3;nnTnT,nTnnT
3255;( 2 or 1 ) sep ( 1 and 4 );sep or 2 1 and 1 4;TnnTn
3256;( 1 or 1 ) sep ( 3 or 1 );sep or 1 1 or 3 1;Tnnnn
3257;( 5 or 3 ) sep ( 5 or 4 );sep or 5 3 or 5 4;nnnnT,nnTTn
3258;( 2 and 2 ) sep ( 2 or 2 );sep and 2 2 or 2 2;nTnnn
3259;( 5 or 3 ) sep ( 2 or 2 );sep or 5 3 or 2 2;nTnnT,nTTnn
3260;( 1 and 5 ) sep ( 4 and 3 );sep and 1 5 and 4 3;TnTTT
3261;( 2 or 2 ) sep ( 4 or 3 );sep or 2 2 or 4 3;nTnTn,nTTnn
3262;( 4 and 5 ) sep ( 3 or 2 );sep and 4 5 or 3 2;nnTTT,nTnTT
3263;( 4 or 1 ) sep ( 4 and 3 );sep or 4 1 and 4 3;nnTTn
3264;( 3 or 1 ) sep ( 3 and 5 );sep or 3 1 and 3 5;nnTnT
3265;( 1 or 3 ) sep ( 4 or 2 );sep or 1 3 or 4 2;nnTTn,nTTnn,TnnTn,TTnnn
3266;( 1 or 3 ) sep ( 1 or 4 );sep or 1 3 or 1 4;nnTTn,Tnnnn
3267;( 3 and 5 ) sep ( 1 and 2 );sep and 3 5 and 1 2;TTTnT
3268;( 3 and 2 ) sep ( 3 and 4 );sep and 3 2 and 3 4;nTTTn
3269;( 5 or 2 ) sep ( 4 or 1 );sep or 5 2 or 4 1;nnnTT,nTnTn,TnnnT,TTnnn
3270;5 sep ( 1 and 1 );sep 5 and 1 1;TnnnT
3271;( 2 or 5 ) sep ( 3 or 4 );sep or 2 5 or 3 4;nnnTT,nnTnT,nTnTn,nTTnn
3272;( 4 and 4 ) sep ( 2 or 1 );sep and 4 4 or 2 1;nTnTn,TnnTn
3273;( 5 or 5 ) sep ( 1 and 2 );sep or 5 5 and 1 2;TTnnT
3274;( 3 or 2 ) sep ( 3 or 4 );sep or 3 2 or 3 4;nnTnn,nTnTn
3275;( 1 and 1 ) sep ( 2 or 1 );sep and 1 1 or 2 1;Tnnnn
3276;( 5 or 2 ) sep ( 3 and 2 );sep or 5 2 and 3 2;nTTnn
